,cmax,cmin,b,be,k1,k2,kb,kg,St,bg,tdly,qconst
0,643.6982974762956,250.20143277545787,0.404916693946801,3.0,17.3482582645461,0.10178651169085132,52.418672648186316,14651.74177275631,0.13670566256064462,1.0,0.0,-0.009588395860040106
