cmax,cmin,b,be,k1,k2,kb,kg,St,bg,tdly,qconst
698.1264473918076,187.0067921540753,0.5438578299279164,2.96982319229292,18.819786488123533,2.3330331812174596,4833.4298142525095,8997.896572295931,79.65830308137372,1.0000000000000007,1.9410591089404217,-0.24728004772571965
