cmax,cmin,b,be,k1,k2,kb,kg,St,bg,tdly,qconst
714.0085897601674,266.03206745763504,0.5938876818375024,2.9397184949520794,25.471474982218563,6.292019393383479,2646.42707727924,16095.997769409858,109.32752882521635,1.0000000000000009,1.558120152685195,-0.0269525367631884
