,cmax,cmin,b,be,k1,k2,kb,kg,St,bg,tdly,qconst
0,622.0743928224989,210.35319131474284,0.4833256702975885,3.0,20.79921957011154,0.1,3.112302268467624,13735.055179253235,0.0,1.0,0.0,-0.0001973215010498859
