,cmax,cmin,b,be,k1,k2,kb,kg,St,bg,tdly,qconst
0,451.2437039920911,109.76661957776493,0.15258602891002518,3.0,7.85439606063693,0.692616425161774,4.749323521496701,11702.63014375429,0.44217158015955504,1.0,2.1098541375114452,-0.0002478318478881636
