,cmax,cmin,b,be,k1,k2,kb,kg,St,bg,tdly,qconst
0,429.2161102277903,63.06578490362838,0.27512862574543095,5.788612828825588,13.639141163382135,0.8083482630625127,4.504538559488942,6183.5443337942925,0.3725389352924249,0.9648801916184349,1.877885336935341,-0.0025207369684635697
