cmax,cmin,b,be,k1,k2,kb,kg,St,bg,tdly,qconst
758.4016012734538,250.102991818743,0.6529621886336086,2.9369376983586077,17.12893755884885,1.332282882782388,2037.3994170985804,9101.312032879428,126.34332415266606,1.0000000000000007,0.8336239733393368,-0.017969717934813893
