cmax,cmin,b,be,k1,k2,kb,kg,St,bg,tdly,qconst
1024.0063634869716,254.21131667758215,0.9931894236831215,2.9327418033652073,19.299993869749652,1.5580431822495402,1903.3256402202464,13847.63625576616,64.90979390525574,1.000000000000001,0.9891146886952092,-0.29177831245206154
