,cmax,cmin,b,be,k1,k2,kb,kg,St,bg,tdly,qconst
0,1049.2158039234282,178.1127707588088,1.2182681910430675,2.774381600395236,3.4666678141149028,8.845389017947278,2448.6144070695213,6360.909775129308,38.14278790743752,1.0000000000000009,2.9696970986238127,-0.6461932445757979
