,cmax,cmin,b,be,k1,k2,kb,kg,St,bg,tdly,qconst
0,453.22412415955785,94.9410294854874,0.19607184147778275,3.0,9.707433635020873,0.7472021663034127,4.96731992132478,12694.313689466733,0.41787702157457385,1.0,2.213887074516471,-0.0007088537632269373
