cmax,cmin,b,be,k1,k2,kb,kg,St,bg,tdly,qconst
1044.59802714131,286.3530941200006,1.1425477656966851,2.4938300587991273,12.176034950459275,1.4048505318867508,1731.8593681607927,8512.707924637682,148.6106700811605,1.0000000000000004,0.7515563387358384,0.027060806527209227
