,cmax,cmin,b,be,k1,k2,kb,kg,St,bg,tdly,qconst
0,541.4168311544976,43.88868170780236,0.2314367935825436,1.7932301643041333,11.008943212837504,3.894280968568341,7.349246776232732,7811.754532335796,0.4977908015547957,1.0,0.3660487681516347,-0.690221559014895
