,cmax,cmin,b,be,k1,k2,kb,kg,St,bg,tdly,qconst
0,1270.9239143618404,175.72108108093101,1.3122450288961103,1.8526774501652883,26.89141261488348,1.5829437026463764,2218.7200887038894,5388.275028451908,61.66318062262138,1.0,2.8013617747745916,-0.9920084841748866
