cmax,cmin,b,be,k1,k2,kb,kg,St,bg,tdly,qconst
794.5908817340533,165.73087786928767,0.41456115779611613,2.8274238192676773,3.9475859547539907,13.696564656566306,2704.5486074038286,19737.029147594883,40.76550846542451,1.0000000000000009,1.0797756826605038,-0.020420542696806522
