cmax,cmin,b,be,k1,k2,kb,kg,St,bg,tdly,qconst
836.7669736271646,209.97385486376515,0.6597001216705415,2.960193279195943,26.014550298560906,0.6142624114141046,2701.686770306009,14879.199224656586,93.09031855964434,1.0000000000000009,1.567292651081928,-0.02490775676643084
