NSE_cal,NSE_val,NSE_full,mNSE_cal,mNSE_val,mNSE_full
0.6398218236383688,0.497011153946716,0.6343636935364881,0.4498653881104489,0.497011153946716,0.4658666945246499
0.7585255561607089,0.6178824337986139,0.7627622702388659,0.5209595567697723,0.6178824337986139,0.5538745723626677
0.7337498991326448,0.5601546583366741,0.7390383459809033,0.4770857099567334,0.5601546583366741,0.5052926006622886
0.6492067322699421,0.5505274469574285,0.6600136910407957,0.4999762689924123,0.5505274469574285,0.5171360376543481
0.7573344942646321,0.6171854214904697,0.7619883234366998,0.5212599494098046,0.6171854214904697,0.5538361090105053
0.6951516527005588,0.5878900677770471,0.7137501714621256,0.4755799207224973,0.5878900677770471,0.5137213633207205
0.758848519747149,0.6238709121110361,0.7631259608024452,0.5265670651830301,0.6238709121110361,0.5596116801845604
0.6315537652167122,0.4115926838642803,0.6300402927620434,0.3403714893776809,0.4115926838642803,0.3645490945157302
0.7446625583716198,0.5601329159195924,0.7413764922712838,0.4756487740141449,0.5601329159195924,0.5043364292565213
0.5158427394135525,0.3686661558517351,0.507682080365141,0.2532672492476966,0.3686661558517351,0.2924514982650269
0.5695843664826887,0.4472250674513696,0.5891081618259018,0.3385717935920548,0.4472250674513696,0.3754667654137171
0.7602394343120398,0.6207503691558626,0.7644994986792605,0.5253276204774875,0.6207503691558626,0.5577331020933752
0.7397892927209124,0.5665940802127193,0.7441316847021324,0.4810132912350927,0.5665940802127193,0.5100736875384501
0.7601271200138046,0.616751378991271,0.7637599860031092,0.5231226281580468,0.616751378991271,0.5549185398333645
0.7491000191914802,0.5838620179178822,0.7550026905027606,0.5012860101616036,0.5838620179178822,0.5293261432471471
0.6738739462655715,0.5160157646756851,0.6867789662622079,0.4283077794610525,0.5160157646756851,0.4580893212498627
0.7404939917269753,0.6119359510874574,0.7497961762004306,0.497422229811611,0.6119359510874574,0.5363129765325048
0.7602070344131603,0.6195863335488705,0.763758479313325,0.5252200465714404,0.6195863335488705,0.5572665957753278
0.7594081098327546,0.6169424178073144,0.7636150222697405,0.5225165004966439,0.6169424178073144,0.5545832287719864
0.7599191476187426,0.6180852532971277,0.7631081274515422,0.5251071601907125,0.6180852532971277,0.55668207196309
0.6078947112264024,0.5000597607956375,0.6088596749189539,0.4046100553128618,0.5000597607956375,0.4370211175314277
0.5428810058790577,0.4352132501044005,0.556556639215916,0.3297227449292829,0.4352132501044005,0.3655429147134649
-1.0750956622055543,-0.4250871964999119,-0.9153176939648292,-0.7154233919795399,-0.4250871964999119,-0.6168335121440689
-1.241491084260978,-0.5687105055290069,-1.0732052983322815,-0.8812776178283233,-0.5687105055290069,-0.7751397762410828
0.7541279254408145,0.60182926545072,0.7589283795929429,0.5131519866004409,0.60182926545072,0.5432653572118653
0.7550326046143886,0.5994169910334255,0.7603422020025199,0.5096969082590188,0.5994169910334255,0.5401644655084081
0.743015634329882,0.5995820253554576,0.754587098877601,0.4972530350986237,0.5995820253554576,0.5320040564141563
0.5148895285240238,0.4716721528076503,0.5516205766458371,0.2572222565178582,0.4716721528076503,0.3300588552979755
0.7442520863103477,0.6007493959928816,0.7547749329124073,0.490276668460078,0.6007493959928816,0.5277942896936745
0.6890851888928623,0.5721772528151658,0.7107226263079083,0.4664193690833088,0.5721772528151658,0.5023344312840317
0.6106300440058328,0.5164677351384099,0.681007271011346,0.3282915785789899,0.5164677351384099,0.3922038711743705
0.7517038528689701,0.6222280663119273,0.7606625590330607,0.5051921584409595,0.6222280663119273,0.5449400396577773
0.7514719056111967,0.6233323322838094,0.7601192606389459,0.506916473717542,0.6233323322838094,0.546453746424978
0.7461848227101594,0.6061466601981726,0.7551756462216459,0.4931783087076615,0.6061466601981726,0.5315438955842109
0.6001801111515562,0.4784298073987154,0.6318573480049472,0.3269271226646181,0.4784298073987154,0.3783796890969404
0.7534050783185066,0.599137963994006,0.7587915221923085,0.5095713040035956,0.599137963994006,0.5399867326679084
0.7553349486562542,0.6021010162448577,0.7599559210447916,0.5139619485070666,0.6021010162448577,0.5438924877530078
0.5385568914912571,0.3902867830505729,0.5437912962228775,0.2839572581213897,0.3902867830505729,0.3200611255597797
0.7469916845291765,0.5735810930580776,0.7463733574682694,0.4815241530144918,0.5735810930580776,0.5127848144751072
0.7010267707336173,0.57949618305123,0.7314013546368106,0.4096786673638414,0.57949618305123,0.467356087148667
0.7103742024216627,0.5479930818803214,0.7104065261136563,0.4663405186708812,0.5479930818803214,0.4940658789232435
0.7410373042694172,0.5888382130519121,0.7493457973683524,0.4848113721776602,0.5888382130519121,0.520138863640517
0.7267486809832973,0.5749481161977725,0.71380036253691,0.5113588366782337,0.5749481161977725,0.5329485927920836
0.7513511192069744,0.5955918905744,0.7591043451656012,0.5040740891625033,0.5955918905744,0.5351522484748243
0.7295372388398718,0.5821133286551272,0.7275178324769047,0.5038538310756484,0.5821133286551272,0.5304275208039758
0.6758932060050301,0.5077804146839431,0.6860654730960839,0.4079204557784306,0.5077804146839431,0.4418299845203364
0.6713089418950456,0.5443007848047672,0.7011071989373179,0.3885036321229337,0.5443007848047672,0.4414170542781388
0.7572452303683708,0.6107900731433487,0.7612010261658173,0.5152633236194126,0.6107900731433487,0.5477038408743966
-0.9141439237783888,-0.44562160997475875,-0.8283955214558705,-0.7084883338639179,-0.44562160997475875,-0.619230906832396
0.7559918324247278,0.6125789056823738,0.7643845424944926,0.5145607836859978,0.6125789056823738,0.5478477153342285
