cmax,cmin,b,be,k1,k2,kb,kg,St,bg,tdly,qconst
1232.9248292881568,256.84963585626207,1.5522136040639734,2.6422968780339833,18.814912177919044,1.99879205326017,2898.604945468142,10618.174381315544,75.22290301421708,1.0000000000000004,1.8139555229007294,-0.2785480673039016
