cmax,cmin,b,be,k1,k2,kb,kg,St,bg,tdly,qconst
1031.601768979364,300.0,0.5515984236805447,3.0,0.9047195772554024,14.998741540504463,1177.4087857419977,25000.0,0.0133980812328677,1.0,0.2674598138794701,-0.2171273031906888
579.1331447745938,141.96700436625838,0.5282206509655021,2.8352953830973533,19.43757832631164,0.101205123200694,553.4056534706389,8115.306929426621,20.498666700089416,1.0,0.0,-0.2999186971415379
618.2237367820857,183.72505192747283,0.4314142150026254,2.4809600697459064,12.757196080991536,0.1016684248546143,4825.524065882415,6365.632606989733,111.55816374770372,1.0,2.999756345404453,-0.2999999999999811
445.2620505622773,144.6345437254405,0.1330125708253774,3.0,3.380712150768828,14.039874040689307,1865.4616109234053,14383.48852699402,14.52762090299455,1.0,4.449436327165063,-0.0828110806776759
581.8611614295348,135.50419801619427,0.5393007975624893,2.998784676180133,18.810503936469708,0.4631348830787202,166.633708289327,8165.379000386132,13.72820779776988,1.0,0.0,-0.2923630769142266
667.9785297646584,192.4496383286042,0.5005554347512651,2.881102321748685,26.36915814496396,0.1,15.299698006539042,16017.00024152918,0.0,1.0,0.0,-0.1083534442662149
575.3770978301927,134.94784602421805,0.5530086751465708,3.0,20.27169615056725,0.1401654742911586,120.48744110766296,8596.910234828261,0.0,1.000000000000001,0.0,-0.2949689308798808
380.1085137905637,1.959049214692417,0.3122957384685572,2.999771905380768,40.0,0.1,0.0,2313.5231770806613,150.0,1.0,5.849743397616618,0.0299989697508041
896.6176559930236,226.63365440443928,0.8511814455097189,2.9144321478719144,17.618163968168552,0.7342894940821347,2270.389282733706,6920.426475092003,148.08589362722068,1.0,0.0,-0.2999950556759123
187.19154080594697,11.665220199905075,0.1000000000304802,3.0,24.54032047203645,14.999999999729098,13.877873287108123,3963.95920539119,0.0004101547172058,1.0,3.168752817553777,-0.0042037824589629
993.629543892523,274.5266133617137,0.3448496112569492,2.9427871536433754,3.840056512273418,7.711915415626899,471.5731576982156,25000.0,21.103345881714173,1.0,0.0,-0.0272086691188415
