,cmax,cmin,b,be,k1,k2,kb,kg,St,bg,tdly,qconst
0,618.098881709148,283.41999096119036,0.6577361557909711,2.7600399234579,23.714654867703285,3.183222666988821,2754.8545128158084,14111.792722239486,93.82555931403192,1.0000000000000007,1.6705480443778449,-0.02958733478476963
