,cmax,cmin,b,be,k1,k2,kb,kg,St,bg,tdly,qconst
0,402.8719295207661,108.18681597536599,0.1780241352171321,3.0,7.519114264206868,0.6721988493137963,5.177011990086603,10663.936289782147,0.4404885966945901,1.0,2.0604139673903203,0.0005375982015655094
