cmax,cmin,b,be,k1,k2,kb,kg,St,bg,tdly,qconst
809.5940440796629,277.2822956391783,0.7165312743880017,2.9437163797902617,25.71618707886821,1.059539954185484,1700.528086268278,16909.540593594425,36.30022685624344,1.0000000000000007,1.9688411370472494,-0.024117197650135785
