cmax,cmin,b,be,k1,k2,kb,kg,St,bg,tdly,qconst
832.2511761754948,265.47397597474924,0.8382654168649438,2.9513606894365187,18.664665207721455,0.8875617916972038,3595.2761778258173,12077.91105935725,71.84363078412913,1.0000000000000002,0.879582255967846,0.006914458974608969
